Date,Volume(V µg/m3)
16/02/2022,15
17/02/2022,29
18/02/2022,21
19/02/2022,28
20/02/2022,12
21/02/2022,14
22/02/2022,20
23/02/2022,16
24/02/2022,21
25/02/2022,31
26/02/2022,43
27/02/2022,27
28/02/2022,38
01/03/2022,24
02/03/2022,27
03/03/2022,44
04/03/2022,31
05/03/2022,11
06/03/2022,22
07/03/2022,32
08/03/2022,33
09/03/2022,35
10/03/2022,32
11/03/2022,25
12/03/2022,18
13/03/2022,17
14/03/2022,28
15/03/2022,50
16/03/2022,40
17/03/2022,
18/03/2022,
19/03/2022,20
20/03/2022,19
21/03/2022,50
22/03/2022,33
23/03/2022,51
24/03/2022,66
25/03/2022,56
26/03/2022,30
27/03/2022,20
28/03/2022,32
29/03/2022,21
30/03/2022,14
31/03/2022,16
01/04/2022,22
02/04/2022,22
03/04/2022,16
04/04/2022,13
05/04/2022,16
06/04/2022,12
07/04/2022,15
08/04/2022,20
09/04/2022,19
10/04/2022,22
11/04/2022,20
12/04/2022,33
13/04/2022,23
14/04/2022,28
15/04/2022,31
16/04/2022,20
17/04/2022,20
18/04/2022,11
19/04/2022,13
20/04/2022,14
21/04/2022,11
22/04/2022,8
23/04/2022,6
24/04/2022,4
25/04/2022,13
26/04/2022,12
27/04/2022,14
28/04/2022,15
29/04/2022,27
30/04/2022,24
01/05/2022,19
02/05/2022,13
03/05/2022,25
04/05/2022,25
05/05/2022,17
06/05/2022,25
07/05/2022,12
08/05/2022,14
09/05/2022,19
10/05/2022,11
11/05/2022,16
12/05/2022,15
13/05/2022,13
14/05/2022,19
15/05/2022,15
16/05/2022,22
17/05/2022,22
18/05/2022,17
19/05/2022,17
20/05/2022,23
21/05/2022,18
22/05/2022,14
23/05/2022,14
24/05/2022,15
25/05/2022,14
26/05/2022,13
27/05/2022,13
28/05/2022,9
29/05/2022,9
30/05/2022,20
31/05/2022,20
01/06/2022,20
02/06/2022,22
03/06/2022,11
04/06/2022,6
05/06/2022,6
06/06/2022,15
07/06/2022,15
08/06/2022,18
09/06/2022,17
10/06/2022,11
11/06/2022,8
12/06/2022,9
13/06/2022,14
14/06/2022,19
15/06/2022,18
16/06/2022,20
17/06/2022,20
18/06/2022,10
19/06/2022,7
20/06/2022,10
21/06/2022,13
22/06/2022,14
23/06/2022,20
24/06/2022,29
25/06/2022,13
26/06/2022,12
27/06/2022,16
28/06/2022,19
29/06/2022,20
30/06/2022,20
01/07/2022,19
02/07/2022,12
03/07/2022,14
04/07/2022,14
05/07/2022,12
06/07/2022,14
07/07/2022,12
08/07/2022,13
09/07/2022,9
10/07/2022,10
11/07/2022,23
12/07/2022,25
13/07/2022,11
14/07/2022,11
15/07/2022,15
16/07/2022,13
17/07/2022,21
18/07/2022,29
19/07/2022,35
20/07/2022,15
21/07/2022,14
22/07/2022,17
23/07/2022,17
24/07/2022,8
25/07/2022,11
26/07/2022,18
27/07/2022,19
28/07/2022,24
29/07/2022,26
30/07/2022,22
31/07/2022,10
01/08/2022,13
02/08/2022,9
03/08/2022,12
04/08/2022,12
05/08/2022,12
06/08/2022,11
07/08/2022,13
08/08/2022,12
09/08/2022,19
10/08/2022,31
11/08/2022,33
12/08/2022,17
13/08/2022,10
14/08/2022,13
15/08/2022,20
